,Date,Close,High,Low,Open,Volume
23,1999-02-25,2326.820068359375,2339.3798828125,2286.909912109375,2329.389892578125,858700000
24,1999-02-26,2288.030029296875,2326.820068359375,2277.179931640625,2320.489990234375,901170000
25,1999-03-01,2295.179931640625,2300.820068359375,2264.320068359375,2286.830078125,770800000
26,1999-03-02,2259.030029296875,2317.570068359375,2257.070068359375,2303.6201171875,894020000
27,1999-03-03,2265.199951171875,2280.969970703125,2235.18994140625,2274.0400390625,864380000
28,1999-03-04,2292.889892578125,2311.179931640625,2250.6298828125,2286.2900390625,889430000
29,1999-03-05,2337.110107421875,2339.2099609375,2292.889892578125,2329.580078125,859200000
30,1999-03-08,2397.6201171875,2398.18994140625,2353.739990234375,2357.320068359375,970750000
31,1999-03-09,2392.93994140625,2433.3701171875,2385.52001953125,2396.52001953125,1032900000
32,1999-03-10,2406.0,2408.949951171875,2378.81005859375,2407.10009765625,936670000
33,1999-03-11,2412.25,2437.389892578125,2391.550048828125,2419.1201171875,1033580000
34,1999-03-12,2381.530029296875,2412.25,2362.8701171875,2411.47998046875,918410000
35,1999-03-15,2431.43994140625,2431.449951171875,2375.830078125,2392.5400390625,851480000
36,1999-03-16,2439.27001953125,2450.010009765625,2423.81005859375,2437.97998046875,977210000
37,1999-03-17,2428.969970703125,2441.719970703125,2419.85009765625,2440.219970703125,854320000
38,1999-03-18,2462.9599609375,2463.010009765625,2423.5400390625,2425.360107421875,937430000
39,1999-03-19,2421.27001953125,2480.6298828125,2420.2099609375,2480.389892578125,1054880000
40,1999-03-22,2395.93994140625,2430.85009765625,2395.2900390625,2428.389892578125,874200000
41,1999-03-23,2322.840087890625,2395.93994140625,2319.9599609375,2388.0400390625,976000000
42,1999-03-24,2365.280029296875,2365.35009765625,2305.639892578125,2326.6298828125,856520000
43,1999-03-25,2434.800048828125,2434.889892578125,2399.719970703125,2399.719970703125,939490000
44,1999-03-26,2419.169921875,2445.719970703125,2410.4599609375,2425.050048828125,831140000
45,1999-03-29,2492.840087890625,2492.840087890625,2419.169921875,2442.590087890625,876200000
46,1999-03-30,2480.2900390625,2506.7900390625,2477.6201171875,2492.169921875,896110000
47,1999-03-31,2461.39990234375,2520.6298828125,2458.77001953125,2508.340087890625,1101200000
48,1999-04-01,2493.3701171875,2502.4599609375,2460.239990234375,2493.070068359375,848680000
49,1999-04-05,2560.06005859375,2560.10009765625,2515.699951171875,2523.97998046875,977920000
50,1999-04-06,2563.169921875,2582.3701171875,2544.0400390625,2555.47998046875,1113990000
51,1999-04-07,2544.429931640625,2596.25,2511.389892578125,2594.780029296875,1272750000
52,1999-04-08,2573.389892578125,2573.969970703125,2514.27001953125,2553.449951171875,1145880000
53,1999-04-09,2593.050048828125,2599.199951171875,2561.510009765625,2574.97998046875,1091380000
54,1999-04-12,2598.81005859375,2606.239990234375,2526.840087890625,2530.989990234375,1143330000
55,1999-04-13,2583.5,2632.510009765625,2575.050048828125,2626.85009765625,1341700000
56,1999-04-14,2507.280029296875,2628.18994140625,2507.280029296875,2621.52001953125,1416190000
57,1999-04-15,2521.77001953125,2536.340087890625,2443.02001953125,2535.18994140625,1233960000
58,1999-04-16,2484.0400390625,2528.510009765625,2476.929931640625,2528.510009765625,1027070000
59,1999-04-19,2345.610107421875,2501.7099609375,2341.35009765625,2501.7099609375,1200990000
60,1999-04-20,2409.639892578125,2409.780029296875,2329.8701171875,2355.260009765625,1143740000
61,1999-04-21,2489.080078125,2489.840087890625,2404.7099609375,2428.889892578125,1125280000
62,1999-04-22,2561.610107421875,2561.7900390625,2525.260009765625,2551.1298828125,1110460000
63,1999-04-23,2590.68994140625,2603.10009765625,2538.0,2563.8701171875,1049670000
64,1999-04-26,2652.050048828125,2661.510009765625,2615.72998046875,2617.090087890625,1050470000
65,1999-04-27,2602.409912109375,2677.760009765625,2602.1298828125,2671.570068359375,1132010000
66,1999-04-28,2550.3701171875,2610.909912109375,2544.89990234375,2601.1298828125,1000820000
67,1999-04-29,2528.43994140625,2553.10009765625,2500.75,2544.929931640625,1005650000
68,1999-04-30,2542.860107421875,2578.06005859375,2488.39990234375,2565.8701171875,994460000
69,1999-05-03,2535.580078125,2549.10009765625,2512.3701171875,2546.330078125,866010000
70,1999-05-04,2485.1201171875,2557.2099609375,2482.489990234375,2535.81005859375,921730000
71,1999-05-05,2534.449951171875,2534.449951171875,2430.64990234375,2498.14990234375,1038730000
72,1999-05-06,2472.280029296875,2546.360107421875,2464.570068359375,2532.409912109375,909640000
73,1999-05-07,2503.6201171875,2507.719970703125,2462.27001953125,2499.530029296875,867050000
74,1999-05-10,2526.389892578125,2536.110107421875,2500.739990234375,2516.840087890625,831130000
75,1999-05-11,2566.679931640625,2574.3701171875,2542.419921875,2553.02001953125,954690000
76,1999-05-12,2606.5400390625,2610.330078125,2548.239990234375,2584.570068359375,1032500000
77,1999-05-13,2582.0,2632.739990234375,2581.75,2621.739990234375,1069560000
78,1999-05-14,2527.860107421875,2558.590087890625,2519.530029296875,2549.330078125,936350000
79,1999-05-17,2561.840087890625,2561.85009765625,2494.510009765625,2517.260009765625,787680000
80,1999-05-18,2558.360107421875,2576.429931640625,2543.320068359375,2569.590087890625,862100000
81,1999-05-19,2577.39990234375,2577.929931640625,2540.3798828125,2568.43994140625,964350000
82,1999-05-20,2542.22998046875,2587.330078125,2542.22998046875,2585.4599609375,1004770000
83,1999-05-21,2520.139892578125,2553.760009765625,2509.239990234375,2551.419921875,889330000
84,1999-05-24,2453.659912109375,2529.300048828125,2444.889892578125,2529.300048828125,919880000
85,1999-05-25,2380.89990234375,2466.169921875,2379.610107421875,2454.6298828125,1048510000
86,1999-05-26,2427.179931640625,2427.179931640625,2339.1201171875,2407.860107421875,1099420000
87,1999-05-27,2419.14990234375,2440.080078125,2400.93994140625,2421.10009765625,834390000
88,1999-05-28,2470.52001953125,2470.639892578125,2412.110107421875,2427.830078125,681570000
89,1999-06-01,2412.030029296875,2470.530029296875,2411.969970703125,2467.510009765625,743680000
90,1999-06-02,2432.409912109375,2436.570068359375,2364.590087890625,2411.320068359375,895580000
91,1999-06-03,2403.320068359375,2444.0400390625,2402.2900390625,2440.75,819310000
92,1999-06-04,2478.340087890625,2478.340087890625,2419.4599609375,2419.4599609375,885690000
93,1999-06-07,2524.2099609375,2528.050048828125,2478.340087890625,2490.830078125,874770000
94,1999-06-08,2474.56005859375,2534.47998046875,2472.050048828125,2526.110107421875,847720000
95,1999-06-09,2519.35009765625,2519.570068359375,2491.7099609375,2495.1201171875,841720000
96,1999-06-10,2484.6201171875,2523.489990234375,2468.580078125,2504.239990234375,796410000
97,1999-06-11,2447.8798828125,2506.18994140625,2442.8701171875,2495.590087890625,755120000
98,1999-06-14,2398.31005859375,2456.169921875,2397.1201171875,2453.22998046875,835470000
99,1999-06-15,2414.669921875,2434.52001953125,2397.39990234375,2403.469970703125,837020000
100,1999-06-16,2517.830078125,2517.85009765625,2414.659912109375,2465.010009765625,1026530000
101,1999-06-17,2544.14990234375,2549.989990234375,2494.280029296875,2500.35009765625,892380000
102,1999-06-18,2563.43994140625,2564.43994140625,2524.81005859375,2524.81005859375,978110000
103,1999-06-21,2630.280029296875,2630.280029296875,2563.43994140625,2578.199951171875,903880000
104,1999-06-22,2580.260009765625,2642.360107421875,2580.260009765625,2618.340087890625,1002260000
105,1999-06-23,2598.1201171875,2598.1298828125,2557.4599609375,2569.39990234375,950570000
106,1999-06-24,2553.989990234375,2598.1298828125,2550.139892578125,2596.7099609375,911730000
107,1999-06-25,2552.64990234375,2587.14990234375,2542.360107421875,2573.0,767890000
108,1999-06-28,2602.43994140625,2602.449951171875,2554.949951171875,2568.469970703125,761900000
109,1999-06-29,2642.110107421875,2642.110107421875,2594.320068359375,2602.97998046875,952190000
110,1999-06-30,2686.1201171875,2696.8701171875,2621.06005859375,2639.7900390625,1328060000
111,1999-07-01,2706.179931640625,2711.760009765625,2658.260009765625,2692.9599609375,1093090000
112,1999-07-02,2741.02001953125,2741.02001953125,2711.8798828125,2712.89990234375,850020000
113,1999-07-06,2736.780029296875,2787.169921875,2733.6298828125,2760.010009765625,1135620000
114,1999-07-07,2743.0400390625,2748.820068359375,2724.3701171875,2742.330078125,1033750000
115,1999-07-08,2771.860107421875,2775.52001953125,2731.1201171875,2744.47998046875,1048380000
116,1999-07-09,2793.070068359375,2793.260009765625,2767.3701171875,2785.340087890625,927180000
117,1999-07-12,2790.43994140625,2812.35009765625,2774.77001953125,2805.080078125,981370000
118,1999-07-13,2778.22998046875,2782.25,2755.840087890625,2768.820068359375,995390000
119,1999-07-14,2818.1298828125,2818.139892578125,2771.2099609375,2796.6201171875,1071090000
120,1999-07-15,2839.3701171875,2840.030029296875,2813.52001953125,2828.610107421875,1119320000
121,1999-07-16,2864.47998046875,2871.89990234375,2839.3701171875,2851.52001953125,1052960000
122,1999-07-19,2830.2900390625,2874.919921875,2829.889892578125,2874.610107421875,945950000
123,1999-07-20,2732.179931640625,2806.3701171875,2728.81005859375,2806.3701171875,1081290000
124,1999-07-21,2761.77001953125,2769.60009765625,2728.3701171875,2742.830078125,1019080000
125,1999-07-22,2684.43994140625,2749.050048828125,2679.35009765625,2749.050048828125,1038620000
126,1999-07-23,2692.39990234375,2708.8701171875,2668.429931640625,2700.860107421875,922040000
127,1999-07-26,2619.18994140625,2666.659912109375,2619.080078125,2656.300048828125,843850000
128,1999-07-27,2679.330078125,2685.0400390625,2650.179931640625,2658.260009765625,997520000
129,1999-07-28,2705.840087890625,2709.760009765625,2660.6201171875,2684.0400390625,964880000
130,1999-07-29,2640.010009765625,2705.840087890625,2627.800048828125,2663.9599609375,917000000
131,1999-07-30,2638.489990234375,2676.449951171875,2631.8701171875,2657.830078125,877260000
132,1999-08-02,2623.6298828125,2670.81005859375,2617.219970703125,2638.31005859375,754220000
133,1999-08-03,2587.989990234375,2649.2099609375,2564.25,2647.81005859375,1013500000
134,1999-08-04,2540.0,2604.110107421875,2538.8798828125,2590.199951171875,964170000
135,1999-08-05,2565.830078125,2565.830078125,2474.409912109375,2539.239990234375,1167110000
136,1999-08-06,2547.969970703125,2592.330078125,2535.6298828125,2552.030029296875,813730000
137,1999-08-09,2518.97998046875,2563.719970703125,2517.4599609375,2562.050048828125,748210000
138,1999-08-10,2490.110107421875,2521.64990234375,2442.219970703125,2513.139892578125,978230000
139,1999-08-11,2564.97998046875,2565.14990234375,2490.110107421875,2532.5400390625,911460000
140,1999-08-12,2549.489990234375,2586.10009765625,2548.510009765625,2567.2099609375,916770000
141,1999-08-13,2637.81005859375,2637.820068359375,2590.169921875,2590.169921875,934220000
142,1999-08-16,2645.280029296875,2661.14990234375,2623.050048828125,2644.669921875,781570000
143,1999-08-17,2671.22998046875,2680.0,2631.340087890625,2674.469970703125,898390000
144,1999-08-18,2657.72998046875,2683.14990234375,2657.389892578125,2671.1298828125,1045290000
145,1999-08-19,2621.429931640625,2657.739990234375,2612.280029296875,2637.739990234375,868280000
146,1999-08-20,2648.330078125,2648.409912109375,2620.2099609375,2635.050048828125,795140000
147,1999-08-23,2719.570068359375,2719.909912109375,2648.330078125,2670.699951171875,915630000
148,1999-08-24,2752.3701171875,2777.0,2708.06005859375,2708.800048828125,1032160000
149,1999-08-25,2805.60009765625,2810.10009765625,2750.719970703125,2772.820068359375,1035950000
150,1999-08-26,2774.6201171875,2819.89990234375,2774.110107421875,2808.419921875,1100060000
151,1999-08-27,2758.89990234375,2795.179931640625,2752.47998046875,2792.469970703125,806090000
152,1999-08-30,2712.68994140625,2769.070068359375,2703.10009765625,2763.830078125,795940000
153,1999-08-31,2739.35009765625,2739.89990234375,2671.669921875,2717.260009765625,970590000
154,1999-09-01,2750.800048828125,2768.550048828125,2739.110107421875,2752.330078125,919330000
155,1999-09-02,2734.239990234375,2750.820068359375,2698.179931640625,2716.14990234375,836160000
156,1999-09-03,2843.110107421875,2843.110107421875,2734.239990234375,2793.659912109375,910410000
157,1999-09-07,2837.260009765625,2860.159912109375,2833.02001953125,2840.1201171875,911230000
158,1999-09-08,2808.739990234375,2851.1201171875,2806.60009765625,2824.02001953125,1005950000
159,1999-09-09,2852.02001953125,2852.0400390625,2807.949951171875,2826.60009765625,1029970000
160,1999-09-10,2887.06005859375,2897.530029296875,2855.280029296875,2880.72998046875,1129430000
161,1999-09-13,2844.77001953125,2883.360107421875,2844.760009765625,2879.780029296875,984440000
162,1999-09-14,2868.2900390625,2870.260009765625,2837.929931640625,2843.530029296875,1013000000
163,1999-09-15,2814.169921875,2888.89990234375,2813.25,2887.22998046875,1059050000
164,1999-09-16,2806.719970703125,2820.840087890625,2756.030029296875,2820.840087890625,960310000
165,1999-09-17,2869.6201171875,2869.64990234375,2824.18994140625,2825.860107421875,1005060000
166,1999-09-20,2886.14990234375,2890.719970703125,2858.7900390625,2877.530029296875,803340000
167,1999-09-21,2821.10009765625,2863.56005859375,2819.68994140625,2863.56005859375,1035910000
168,1999-09-22,2858.159912109375,2858.18994140625,2802.179931640625,2832.10009765625,1029880000
169,1999-09-23,2749.830078125,2880.10009765625,2741.93994140625,2879.89990234375,1170630000
170,1999-09-24,2740.409912109375,2746.780029296875,2684.699951171875,2728.22998046875,1152000000
171,1999-09-27,2761.75,2794.159912109375,2758.9599609375,2781.419921875,942310000
172,1999-09-28,2756.25,2763.75,2694.739990234375,2752.239990234375,1103400000
173,1999-09-29,2730.27001953125,2772.429931640625,2728.89990234375,2756.25,1121110000
174,1999-09-30,2746.159912109375,2765.409912109375,2717.889892578125,2744.35009765625,1210570000
175,1999-10-01,2736.85009765625,2739.77001953125,2698.010009765625,2729.0400390625,973610000
176,1999-10-04,2795.969970703125,2795.989990234375,2747.68994140625,2751.5400390625,914660000
177,1999-10-05,2799.669921875,2833.9599609375,2765.3701171875,2795.969970703125,1193260000
178,1999-10-06,2857.2099609375,2857.429931640625,2822.60009765625,2822.60009765625,1170050000
179,1999-10-07,2860.699951171875,2886.199951171875,2847.179931640625,2874.75,1216890000
180,1999-10-08,2886.570068359375,2886.590087890625,2825.860107421875,2861.719970703125,1035030000
181,1999-10-11,2915.949951171875,2920.72998046875,2890.5400390625,2890.72998046875,873260000
182,1999-10-12,2872.429931640625,2923.320068359375,2869.43994140625,2921.409912109375,1004090000
183,1999-10-13,2801.27001953125,2864.219970703125,2787.860107421875,2834.93994140625,1004720000
184,1999-10-14,2806.840087890625,2821.68994140625,2766.4599609375,2816.02001953125,1015490000
185,1999-10-15,2731.830078125,2763.0400390625,2704.280029296875,2748.10009765625,1074740000
186,1999-10-18,2689.14990234375,2730.489990234375,2632.010009765625,2726.300048828125,997350000
187,1999-10-19,2688.179931640625,2729.300048828125,2674.89990234375,2725.570068359375,1093110000
188,1999-10-20,2788.1298828125,2788.1298828125,2728.0,2745.6201171875,1053700000
189,1999-10-21,2801.949951171875,2805.070068359375,2724.739990234375,2727.739990234375,1123220000
190,1999-10-22,2816.52001953125,2843.60009765625,2807.5400390625,2827.22998046875,1175300000
191,1999-10-25,2815.949951171875,2832.659912109375,2793.5400390625,2813.2900390625,933190000
192,1999-10-26,2811.469970703125,2859.919921875,2811.199951171875,2851.989990234375,1067420000
193,1999-10-27,2802.52001953125,2812.5,2768.8701171875,2811.93994140625,1075340000
194,1999-10-28,2875.219970703125,2875.47998046875,2830.080078125,2832.81005859375,1249160000
195,1999-10-29,2966.429931640625,2978.6298828125,2919.3701171875,2919.3701171875,1441380000
196,1999-11-01,2967.64990234375,2997.89990234375,2967.6298828125,2970.929931640625,1076080000
197,1999-11-02,2981.6298828125,3014.840087890625,2971.679931640625,2984.429931640625,1248540000
198,1999-11-03,3028.510009765625,3040.93994140625,3011.93994140625,3021.530029296875,1339050000
199,1999-11-04,3055.949951171875,3077.409912109375,3030.31005859375,3067.080078125,1364610000
200,1999-11-05,3102.2900390625,3118.06005859375,3081.4599609375,3100.1298828125,1346320000
201,1999-11-08,3143.969970703125,3148.199951171875,3068.860107421875,3072.0400390625,1300800000
202,1999-11-09,3125.0400390625,3174.81005859375,3099.219970703125,3172.989990234375,1470420000
203,1999-11-10,3155.9599609375,3186.570068359375,3122.0400390625,3126.090087890625,1433250000
204,1999-11-11,3197.2900390625,3201.3798828125,3169.0400390625,3186.409912109375,1382840000
205,1999-11-12,3221.14990234375,3222.989990234375,3124.77001953125,3220.97998046875,1409070000
206,1999-11-15,3219.5400390625,3236.35009765625,3214.580078125,3230.260009765625,1283340000
207,1999-11-16,3295.52001953125,3295.52001953125,3235.199951171875,3242.919921875,1486980000
208,1999-11-17,3269.389892578125,3324.239990234375,3268.85009765625,3308.8798828125,1652650000
209,1999-11-18,3347.110107421875,3347.110107421875,3288.679931640625,3301.489990234375,1592920000
210,1999-11-19,3369.25,3373.0,3335.6298828125,3351.75,1422350000
211,1999-11-22,3392.56005859375,3400.22998046875,3357.679931640625,3399.06005859375,1374760000
212,1999-11-23,3342.8701171875,3411.22998046875,3320.669921875,3408.679931640625,1456310000
213,1999-11-24,3420.5,3420.5,3328.030029296875,3351.659912109375,1290550000
214,1999-11-26,3447.81005859375,3469.35009765625,3444.1298828125,3455.139892578125,730780000
215,1999-11-29,3421.3701171875,3468.320068359375,3421.360107421875,3458.1298828125,1543750000
216,1999-11-30,3336.159912109375,3424.610107421875,3326.530029296875,3424.610107421875,1548680000
217,1999-12-01,3353.7099609375,3375.800048828125,3321.570068359375,3341.10009765625,1434310000
218,1999-12-02,3452.780029296875,3452.780029296875,3371.85009765625,3371.85009765625,1458170000
219,1999-12-03,3520.6298828125,3553.56005859375,3507.300048828125,3507.300048828125,1539060000
220,1999-12-06,3546.010009765625,3570.909912109375,3507.719970703125,3531.239990234375,1373230000
221,1999-12-07,3586.919921875,3589.06005859375,3532.409912109375,3573.300048828125,1564600000
222,1999-12-08,3586.080078125,3625.469970703125,3579.510009765625,3588.820068359375,1676620000
223,1999-12-09,3594.169921875,3647.550048828125,3514.909912109375,3643.570068359375,1787570000
224,1999-12-10,3620.239990234375,3636.64990234375,3560.909912109375,3633.550048828125,1594040000
225,1999-12-13,3658.169921875,3668.159912109375,3597.97998046875,3624.669921875,1582860000
226,1999-12-14,3571.659912109375,3669.85009765625,3571.260009765625,3669.2099609375,1596410000
227,1999-12-15,3621.949951171875,3621.97998046875,3503.699951171875,3546.72998046875,1648290000
228,1999-12-16,3715.06005859375,3715.25,3666.22998046875,3669.22998046875,1430310000
229,1999-12-17,3753.06005859375,3796.800048828125,3742.679931640625,3792.22998046875,1572710000
230,1999-12-20,3783.8701171875,3801.929931640625,3747.7900390625,3782.06005859375,1324450000
231,1999-12-21,3911.14990234375,3911.169921875,3785.780029296875,3798.25,1486980000
232,1999-12-22,3937.300048828125,3948.47998046875,3878.06005859375,3935.489990234375,1473570000
233,1999-12-23,3969.43994140625,4001.6298828125,3958.169921875,3966.4599609375,1272680000
234,1999-12-27,3975.3798828125,4001.89990234375,3902.35009765625,4001.89990234375,1154650000
235,1999-12-28,3972.110107421875,4022.510009765625,3943.0400390625,3977.8798828125,1237130000
236,1999-12-29,4041.4599609375,4041.5400390625,3987.8798828125,3990.5400390625,1158430000
237,1999-12-30,4036.8701171875,4090.610107421875,4026.18994140625,4079.030029296875,1107160000
238,1999-12-31,4069.31005859375,4082.3701171875,4032.330078125,4056.989990234375,762980000
239,2000-01-03,4131.14990234375,4192.18994140625,3989.7099609375,4186.18994140625,1510070000
240,2000-01-04,3901.68994140625,4073.25,3898.22998046875,4020.0,1511840000
241,2000-01-05,3877.5400390625,3924.2099609375,3734.8701171875,3854.35009765625,1735670000
242,2000-01-06,3727.1298828125,3868.760009765625,3715.6201171875,3834.43994140625,1598320000
243,2000-01-07,3882.6201171875,3882.669921875,3711.090087890625,3711.090087890625,1634930000
244,2000-01-10,4049.669921875,4072.360107421875,3958.830078125,4002.22998046875,1691710000
245,2000-01-11,3921.18994140625,4066.659912109375,3904.820068359375,4031.3798828125,1694460000
246,2000-01-12,3850.02001953125,3950.97998046875,3834.530029296875,3950.949951171875,1525900000
247,2000-01-13,3957.2099609375,3957.469970703125,3858.219970703125,3915.139892578125,1476970000
248,2000-01-14,4064.27001953125,4091.949951171875,4045.719970703125,4045.719970703125,1656630000
249,2000-01-18,4130.81005859375,4148.0,4053.2099609375,4059.64990234375,1585230000
250,2000-01-19,4151.2900390625,4164.64990234375,4084.72998046875,4116.27001953125,1652210000
251,2000-01-20,4189.509765625,4227.35009765625,4143.60986328125,4205.06005859375,1851300000
252,2000-01-21,4235.39990234375,4238.0,4168.2998046875,4236.64990234375,1923680000
253,2000-01-24,4096.080078125,4303.14990234375,4095.31005859375,4290.3798828125,1989050000
254,2000-01-25,4167.41015625,4167.6298828125,4028.510009765625,4124.75,1743630000
255,2000-01-26,4069.909912109375,4174.72021484375,4069.909912109375,4174.72021484375,1717000000
256,2000-01-27,4039.56005859375,4140.08984375,3973.590087890625,4120.5,1798460000
257,2000-01-28,3887.070068359375,4048.31005859375,3856.22998046875,4010.139892578125,1616370000
258,2000-01-31,3940.35009765625,3940.4599609375,3748.030029296875,3873.840087890625,1507630000
259,2000-02-01,4051.97998046875,4053.159912109375,3911.840087890625,3961.070068359375,1398240000
260,2000-02-02,4073.9599609375,4125.75,4051.43994140625,4059.030029296875,1527880000
261,2000-02-03,4210.97998046875,4211.06005859375,4085.530029296875,4134.64990234375,1722330000
262,2000-02-04,4244.14013671875,4294.83984375,4229.2001953125,4242.14990234375,1751450000
263,2000-02-07,4321.77001953125,4321.9599609375,4244.740234375,4274.02978515625,1625540000
264,2000-02-08,4427.5,4428.47998046875,4370.009765625,4370.009765625,1971180000
265,2000-02-09,4363.240234375,4460.759765625,4362.740234375,4460.18017578125,1775590000
266,2000-02-10,4485.6298828125,4485.669921875,4357.68994140625,4390.16015625,1813590000
267,2000-02-11,4395.4501953125,4489.7900390625,4360.5400390625,4489.330078125,1738590000
268,2000-02-14,4418.5498046875,4435.9599609375,4355.5400390625,4434.3798828125,1600850000
269,2000-02-15,4420.77001953125,4440.6201171875,4291.10009765625,4415.52001953125,1708930000
270,2000-02-16,4427.64990234375,4477.64013671875,4413.66015625,4427.18994140625,1782130000
271,2000-02-17,4548.919921875,4553.14013671875,4444.75,4483.009765625,2008440000
272,2000-02-18,4411.740234375,4564.4501953125,4404.60986328125,4563.72021484375,1898410000
273,2000-02-22,4382.1201171875,4443.93994140625,4291.009765625,4432.830078125,1772290000
274,2000-02-23,4550.330078125,4567.97021484375,4401.3798828125,4406.8798828125,1892800000
275,2000-02-24,4617.64990234375,4620.02978515625,4495.2001953125,4583.89013671875,1944050000
276,2000-02-25,4590.5,4662.93017578125,4576.18994140625,4618.830078125,1825500000
277,2000-02-28,4577.85009765625,4626.72021484375,4466.419921875,4575.06982421875,1798070000
278,2000-02-29,4696.68994140625,4698.4599609375,4637.169921875,4646.64013671875,2088840000
279,2000-03-01,4784.080078125,4796.89990234375,4732.81982421875,4732.81982421875,2232340000
280,2000-03-02,4754.509765625,4829.009765625,4705.4501953125,4816.81005859375,2137080000
281,2000-03-03,4914.7900390625,4914.7900390625,4813.81982421875,4846.009765625,2136530000
282,2000-03-06,4904.85009765625,4980.14990234375,4887.8798828125,4935.64990234375,2015580000
283,2000-03-07,4847.83984375,5006.77978515625,4829.8798828125,4991.97021484375,2156410000
284,2000-03-08,4897.259765625,4923.14013671875,4722.14013671875,4920.85986328125,2020130000
285,2000-03-09,5046.85986328125,5047.9599609375,4857.56982421875,4913.080078125,2006810000
286,2000-03-10,5048.6201171875,5132.52001953125,5039.35009765625,5060.33984375,1992170000
287,2000-03-13,4907.240234375,5027.72998046875,4839.259765625,4879.02978515625,1736270000
288,2000-03-14,4706.6298828125,5013.490234375,4706.60986328125,4997.31005859375,1977820000
289,2000-03-15,4582.6201171875,4758.43994140625,4553.919921875,4758.43994140625,1937800000
290,2000-03-16,4717.39013671875,4717.759765625,4455.10009765625,4658.43994140625,2041510000
291,2000-03-17,4798.1298828125,4805.93994140625,4702.02978515625,4702.02978515625,1691530000
292,2000-03-20,4610.0,4822.7001953125,4610.0,4812.14013671875,1539860000
293,2000-03-21,4711.68017578125,4712.240234375,4467.52978515625,4589.52001953125,1753310000
294,2000-03-22,4864.75,4900.419921875,4736.89990234375,4750.5400390625,1769510000
295,2000-03-23,4940.60986328125,4975.66015625,4865.10009765625,4874.169921875,1714160000
296,2000-03-24,4963.02978515625,5078.85986328125,4902.830078125,4986.5400390625,1688970000
297,2000-03-27,4958.56005859375,5022.22998046875,4946.60986328125,4994.419921875,1380380000
298,2000-03-28,4833.89013671875,4952.93017578125,4833.89013671875,4939.0498046875,1490090000
299,2000-03-29,4644.669921875,4860.02001953125,4641.009765625,4860.02001953125,1738270000
300,2000-03-30,4457.89013671875,4683.8798828125,4355.68994140625,4540.43994140625,1925860000
301,2000-03-31,4572.830078125,4606.47998046875,4381.3798828125,4550.2099609375,2118100000
302,2000-04-03,4223.68017578125,4572.83984375,4193.10009765625,4494.89013671875,1739920000
303,2000-04-04,4148.89013671875,4283.4501953125,3649.110107421875,4283.4501953125,2889100000
304,2000-04-05,4169.22021484375,4286.8798828125,4009.090087890625,4025.89990234375,1947700000
305,2000-04-06,4267.56005859375,4324.08984375,4196.509765625,4266.7998046875,1746450000
306,2000-04-07,4446.4501953125,4446.4501953125,4323.18017578125,4354.1298828125,1563430000
307,2000-04-10,4188.2001953125,4475.2001953125,4188.169921875,4475.2001953125,1446140000
308,2000-04-11,4055.89990234375,4182.9599609375,4009.52001953125,4094.610107421875,1679390000
309,2000-04-12,3769.6298828125,4077.919921875,3769.169921875,4050.320068359375,1921090000
310,2000-04-13,3676.780029296875,3914.679931640625,3676.669921875,3839.56005859375,1951500000
