,Date,Open,High,Low,Close,Volume,SMA
0,1999-01-22,0.0401160089866339,0.0447722160815976,0.0355790050836188,0.0376091040670871,2714688000,0.0
1,1999-01-25,0.0405937229048933,0.0420259780606586,0.0376090939837111,0.0415491722524166,510480000,0.0
2,1999-01-26,0.0420259726431677,0.042862218722903,0.0377282888643587,0.0383252166211605,343200000,0.0
3,1999-01-27,0.0384444251607981,0.0393998746041305,0.0362951267619634,0.0382060222327709,244368000,0.0
4,1999-01-28,0.0382060113841052,0.0384444142444375,0.0378474899361841,0.0380858927965164,227520000,0.0
5,1999-01-29,0.0380858922632669,0.0382060108491739,0.0362951159477233,0.0362951159477233,244032000,0.0
6,1999-02-01,0.0362951388380904,0.0372505851834618,0.0362951388380904,0.0370121821761131,154704000,0.0
7,1999-02-02,0.0362951313971977,0.0372505775466923,0.0330720954212303,0.0341467447578907,264096000,0.0
8,1999-02-03,0.0336690303103897,0.0353406045445592,0.0334297084370041,0.0348628796637058,75120000,0.0
9,1999-02-04,0.0353405993687307,0.0377283045573869,0.0348628745578428,0.036772858351469,181920000,0.0
10,1999-02-05,0.0373697718994174,0.0382060180799105,0.0364152414254509,0.0378474965691566,136848000,0.0
11,1999-02-08,0.0380859057827417,0.0382060244112876,0.036534447222948,0.036534447222948,154080000,0.0
12,1999-02-09,0.0372505783351704,0.037488984714548,0.0346235548235677,0.0351012796163558,86976000,0.0
13,1999-02-10,0.035101272731936,0.0360567187142626,0.0341467387834633,0.0347436666488647,148224000,0.0
14,1999-02-11,0.0348628654770092,0.039160549924003,0.0348628654770092,0.0377282947301864,132240000,0.0
15,1999-02-12,0.0382060273751604,0.0401160076532897,0.0382060273751604,0.0398776046931743,109728000,0.0
16,1999-02-16,0.0405937180870162,0.0422652948140306,0.036056712523036,0.0401159934699535,211008000,0.0
17,1999-02-17,0.039160550715622,0.0396382754117326,0.0372505707967422,0.0379666984081268,67728000,0.0
18,1999-02-18,0.0391605484354536,0.0396382731037481,0.0374889749450342,0.0385636240243911,70704000,0.0
19,1999-02-19,0.0382060273751604,0.0405937324392559,0.0377283025891942,0.0398776046931743,75360000,0.0
20,1999-02-22,0.0405937180870162,0.041071442704079,0.0379666921258764,0.0401159934699535,205248000,0.0
21,1999-02-23,0.041071445450464,0.0428622220272097,0.0386837410708987,0.042025975883007,138096000,0.0
22,1999-02-24,0.0482345586607699,0.0501454538437799,0.0442944805903771,0.045369129627943,612768000,0.0
23,1999-02-25,0.0472800410323284,0.0487123000232577,0.0432198429653109,0.0439368896186351,149136000,0.0
24,1999-02-26,0.0444146008495213,0.0458468559865849,0.0415491717098866,0.0419067777693271,172608000,0.0
25,1999-03-01,0.042981424831179,0.0439368741214171,0.040115995825929,0.0421460941433906,92160000,0.0
26,1999-03-02,0.0420259938250667,0.0422653156844796,0.0410714629850081,0.0417875908315181,55248000,0.0
27,1999-03-03,0.0420259860872732,0.0420259860872732,0.0386837504636417,0.0389221534132957,61392000,0.0
28,1999-03-04,0.0408321183091638,0.041071440034847,0.0377282867980897,0.0380858927965164,57360000,0.0
29,1999-03-05,0.038444415494234,0.0403543950350368,0.038444415494234,0.0402351953089237,78768000,0.03885845306018984
30,1999-03-08,0.0391605584908558,0.042025988370881,0.0384444307372857,0.0408321358263492,75888000,0.038965887452165233
31,1999-03-09,0.0407129236238901,0.0427430219413517,0.0407129236238901,0.0421460941433906,143184000,0.03898578484853103
32,1999-03-10,0.0427430287078485,0.0427430287078485,0.0408321298248646,0.0414290577173233,235344000,0.03908924621840313
33,1999-03-11,0.0407129144428166,0.0414290418162708,0.0396382622420787,0.0396382622420787,54288000,0.03913698755204673
